ENTIDAD,ACREDITADO 2/,ACREEDOR 3/,TIPO DE OBLIGACIÓN 4/,FECHA DE FIRMA 5/,FECHA DE INSCRIPCIÓN 6/,MONTO ORIGINAL CONTRATADO 7/,SALDO AL 30 DE JUNIO DE 2015 8/,PLAZO PACTADO (MESES) 9/,FUENTE O GARANTÍA DE PAGO 10/,DESTINO 11/
VERACRUZ,COETZALA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1062385.48453326,1252325.96759838,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COLIPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1554122.06538257,1831978.54981169,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COMAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1962356.96986838,2313200.45957095,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CORDOBA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,31469960.2543335,37096373.2087372,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSAMALOAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,8542137.59969277,10069358.9009206,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSAUTLÁN DE CARVAJAL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2656660.47886927,3131636.25935834,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSCOMATEPEC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2391269.09995903,2818796.40958192,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSOLEACAQUE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,15757538.3366879,18574777.9235998,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COTAXTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,7051294.05829465,8311972.23882828,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COXQUIHUI,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1529311.2076533,1802731.83864601,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COYUTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1791536.4353231,2111839.47118728,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CUICHAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2244434.50971469,2645709.7353175,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CUITLÁHUAC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3428784.39233061,4041805.72336992,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,EL HIGO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4707883.12260871,5549590.40074918,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,EMILIANO ZAPATA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4822246.94471777,5684400.96270251,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ESPINAL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1831012.78692922,2158373.67270087,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,FORTIN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4755541.03317242,5605768.91582616,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,GUTIERREZ ZAMORA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5335846.61573076,6289825.46663587,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HIDALGOTITLÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2559750.86896022,3017400.49205374,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HUATUSCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5901908.63815383,6957091.89701552,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HUAYACOCOTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2085921.74944738,2458856.9885806,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HUEYAPAN DE OCAMPO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4032608.66053467,4753585.78997188,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HUILOAPAN DE CUAUHTEMOC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1480649.55627469,1745370.12716288,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IGNACIO DE LA LLAVE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2776141.07168418,3272478.40299127,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ILAMATLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1335686.47291922,1574489.56048332,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ISLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5067918.68983508,5973995.5687986,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXCATEPEC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1688885.39498924,1990835.78158251,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXHUACÁN DE LOS REYES,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1884073.42719941,2220920.85414787,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXHUATLAN DE MADERO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2706401.68728197,3201025.93963965,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXHUATLÁN DEL CAFÉ,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2714208.28559032,3188717.45207572,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXHUATLAN DEL SURESTE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2448447.7146562,2886197.8048561,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXHUATLANCILLO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1512110.81496969,1782456.24308849,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXMATLAHUACAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2115424.14778358,2493634.02580555,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXTACZOQUITLÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,15634644.3658308,18429912.1350455,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JALACINGO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2227427.77802574,2625662.42478088,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JALCOMULCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1367024.11821337,1611429.9625658,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JALTIPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4848594.72906428,5715459.382651,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JAMAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1470963.21018408,1733951.9904159,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JESÚS CARRANZA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3358824.97607488,3959338.48814263,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JILOTEPEC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1625713.17852952,1916369.20776819,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JOSÉ AZUETA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3688783.75469577,4348289.53530939,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JUAN RODRÍGUEZ CLARA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4069593.79006899,4797183.37183377,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JUCHIQUE DE FERRER,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3316409.92188589,3909340.18286523,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,LA ANTIGUA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4676417.74346701,5512499.42769547,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,LA PERLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1734676.74320012,2044814.01762835,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,LAS MINAS ,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1331036.96086858,1569008.77713072,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,LERDO DE TEJADA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4079417.75907921,4808763.73665943,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,LOS REYES,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1420309.73487311,1674242.34320728,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MAGDALENA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1216185.27787083,1433623.13120988,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MALTRATA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1543759.96603399,1819763.84405564,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MANLIO FABIO ALTAMIRANO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2309189.80179463,2722042.4177494,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MARIANO ESCOBEDO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2249764.71955934,2651992.91623289,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MARTINEZ DE LA TORRE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,12458370.8360419,14685762.8789987,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MECATLÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1776793.47704839,2094460.66683101,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MECAYAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1488448.73777899,1754563.69923822,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MEDELLIN DE BRAVO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3583746.15163616,4224472.59710676,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MINATITLÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,21833511.1250253,25737054.3402425,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MISANTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5670212.62413662,6683971.69802272,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MIXTLA DE ALTAMIRANO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1402008.3588326,1652668.92302037,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MOLOACAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4116466.34349263,4852436.11829412,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,NANCHITAL DE LAZARO CARDENAS DEL RIO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,10835958.9594044,12773285.2022675,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,NAOLINCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1983452.0087681,2338067.01261241,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,NARANJAL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1135237.45436887,1338202.90675472,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,NARANJOS AMATLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3777119.53912185,4452418.5904551,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,NAUTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2355299.24849036,2776395.62408487,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,NOGALES,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4517519.30938905,5325192.05376804,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,OLUTA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2705493.54083039,3189200.02737059,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,OMEALCA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2198999.16809826,2592151.15513985,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ORIZABA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,33505517.7838279,39495861.520502,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,OTATITLÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1997576.90003856,2354717.24775307,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,OTEAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1950875.75719743,2299666.55782185,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,OZULUAMA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4871229.9909386,5742141.53017775,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PÁNUCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,8791374.35529059,10363155.8942523,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PAPANTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,16413466.4774395,19347977.346503,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PASO DE OVEJAS,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3295360.20789981,3884527.05823292,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PASO DEL MACHO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2751149.73838967,3243018.94961463,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PEROTE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3795693.68873357,4474313.5525225,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PLATON SANCHEZ,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2245467.91774579,2646927.903046,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PLAYA VICENTE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4980786.89993327,5871285.76648489,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,POZA RICA DE HIDALGO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,27301718.0258502,32182904.3615389,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PUEBLO VIEJO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3998501.25097214,4713380.42637786,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PUENTE NACIONAL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2502512.91983064,2949929.15413487,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,RAFAEL DELGADO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1407631.1203926,1659296.96003114,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,RAFAEL LUCIO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1516883.94042118,1788082.74028421,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,RIO BLANCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,6211050.09598224,7321503.76157504,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SALTABARRANCA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1535122.68567193,1809582.33212395,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN ANDRES TENEJAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1272567.82226653,1500086.12933435,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN ANDRES TUXTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,8125821.67514874,9578611.19152365,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN JUAN EVANGELISTA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3477497.13724823,4099227.66324154,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN RAFAEL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4551901.14070147,5365720.90209379,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SANTIAGO SOCHIAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3384387.40328132,3989471.13947449,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SANTIAGO TUXTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4471897.72358201,5271413.93140008,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAYULA DE ALEMAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3758720.09645,4430729.57061931,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOCHIAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1041621.72954781,1227849.92765649,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOCONUSCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1848752.95812987,2179285.55204002,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOLEDAD ATZOMPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1842965.37870207,2172463.22990508,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOLEDAD DE DOBLADO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3051634.13771188,3597225.98802756,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOTEAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2072656.38335749,2443219.95036245,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TAMALÍN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2353745.015997,2774563.51536403,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TAMIAHUA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3103132.30459533,3657931.3464975,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TAMPICO ALTO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2370228.45095568,2793993.97063144,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TANCOCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1094646.10988709,1290354.36637617,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TANTIMA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1931966.20322474,2277376.22552678,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TANTOYUCA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5504220.42902855,6488302.29235136,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TATAHUICAPAN DE JUAREZ,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1335798.54906932,1574621.67436775,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TECOLUTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3690178.93794669,4349934.15888542,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEHUIPANGO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1864309.29258217,2197623.15348402,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEMPOAL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4921210.1852596,5801057.52265416,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TENAMPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1320185.35245263,1556217.04455591,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TENOCHTITLÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1554071.7959329,1831919.29284882,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEOCELO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2677859.3530257,3156625.21202802,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEPATLAXCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1560359.59758947,1839331.27033559,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEPETLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1379687.89908578,1626357.86008077,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
